data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
6996091,356,IND72916,72916,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Odisha,Balangir,Balangir,Balangir,20.7075,83.4831,2,Orissa TV,Subnational,"On 11 March 2020, hundreds of Kendu leaf workers blocked roads with their vehicles in Balangir district (Odisha), demanding early implementation of various social welfare and social security schemes intended for development of the workers. [size=hundreds]",0,1584473891,IND
6996093,356,IND72935,72935,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Odisha,Sonepur,Sonepur,Sonepur,20.8333,83.9166,2,Orissa TV,Subnational,"On 11 March 2020, hundreds of Kendu leaf workers blocked roads with their vehicles in Sonepur district (Odisha), demanding early implementation of various social welfare and social security schemes intended for development of the workers. [size=hundreds]",0,1584473891,IND
6996094,356,IND72921,72921,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Odisha,Boudh,Boudh,Boudh,20.8377,84.3261,2,Orissa TV,Subnational,"On 11 March 2020, hundreds of Kendu leaf workers blocked roads with their vehicles in Boudh district (Odisha), demanding early implementation of various social welfare and social security schemes intended for development of the workers. [size=hundreds]",0,1584473891,IND
6996095,356,IND72922,72922,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Odisha,Deogarh,Deogarh,Deogarh,21.5376,84.7337,2,Orissa TV,Subnational,"On 11 March 2020, hundreds of Kendu leaf workers blocked roads with their vehicles in Deogarh district (Odisha), demanding early implementation of various social welfare and social security schemes intended for development of the workers. [size=hundreds]",0,1584473891,IND
6996096,356,IND72926,72926,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Odisha,Jharsuguda,Jharsuguda,Jharsuguda,21.8543,84.0108,2,Orissa TV,Subnational,"On 11 March 2020, hundreds of Kendu leaf workers blocked roads with their vehicles in Jharsuguda district (Odisha), demanding early implementation of various social welfare and social security schemes intended for development of the workers. [size=hundreds]",0,1584473891,IND
6996097,356,IND72920,72920,3/11/20,2020,2,Riots,Mob violence,Rioters (India),Bhubaneswar Communal Group (India),5,57,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,Orissa TV,Subnational,"As reported on 11 March 2020, a woman was beaten up by about 10 youths, who also hurled stones at her house in Bhubaneswar city (Khordha, Odisha) over a property dispute. [size=about 10]",0,1584473891,IND
6996097,356,IND72920,72920,3/11/20,2020,2,Riots,Mob violence,Civilians (India),Women (India),7,57,Southern Asia,India,Odisha,Khordha,Bhubaneswar,Bhubaneswar,20.2724,85.8338,1,Orissa TV,Subnational,"As reported on 11 March 2020, a woman was beaten up by about 10 youths, who also hurled stones at her house in Bhubaneswar city (Khordha, Odisha) over a property dispute. [size=about 10]",0,1584473891,IND
6996098,356,IND72933,72933,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Odisha,Sambalpur,Sambalpur,Sambalpur,21.4684,83.9866,1,Orissa TV,Subnational,"On 11 March 2020, Kendu leaf workers staged a protest at Birsa Munda square in Sambalpur town (Sambalpur, Odisha), demanding early implementation of various social welfare and social security schemes intended for development of the workers. [size=no report]",0,1584473891,IND
6999694,356,IND73142,73142,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,60,Southern Asia,India,Madhya Pradesh,Mandsaur,Mandsaur,Mandsaur,24.0718,75.0698,1,New Indian Express,National,"On 11 March 2020, INC workers blackened the party posters bearing pictures in Mandsaur town (Mandsaur, Madhya Pradesh), irked over senior party leader Scindia joining BJP, blaming him for the present political crisis in the state. [size=no report]",0,1585061300,IND
6999695,356,IND73141,73141,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,60,Southern Asia,India,Madhya Pradesh,Jabalpur,Jabalpur,Jabalpur,23.1669,79.95,1,New Indian Express,National,"On 11 March 2020, INC workers held a protest march and shouted slogans in Jabalpur town (Jabalpur, Madhya Pradesh), irked over senior party leader Scindia joining BJP, blaming him for the present political crisis in the state. [size=no report]",0,1585061300,IND
6999696,356,IND73140,73140,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,60,Southern Asia,India,Madhya Pradesh,Dhar,Dhar,Dhar,22.5937,75.2977,2,New Indian Express,National,"On 11 March 2020, INC workers burnt the effigy of the former Union Minister at the Mohan Talkies crossing in Dhar district (Madhya Pradesh), irked over him and a senior party leader joining BJP, blaming them for the present political crisis in the state. [size=no report]",0,1585061300,IND
6999697,356,IND73139,73139,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,60,Southern Asia,India,Madhya Pradesh,Bhopal,Bhopal,Bhopal,23.2546,77.4028,1,New Indian Express,National,"On 11 March 2020, INC workers held a protest in Bhopal city (Jabalpur, Madhya Pradesh), irked over senior party leader Scindia joining BJP, blaming him for the present political crisis in the state. [size=no report]",0,1585061300,IND
6996127,356,IND72796,72796,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Assam,Kamrup Metropolitan,Guwahati,Guwahati,26.1892,91.7722,1,Sentinel (India),Subnational,"On Mar 11 2020, members of All Assam PWD Assistant Engineers and Junior Engineers' Association staged a protest at Dispur Last Gate in Guwahati city (Kamrup Metropolitan district, Assam) against the recently published advertisement by Assam Public Service Commission to appoint Assistant Engineers and Junior Engineers in the PWD. [size=no report]",0,1584473891,IND
6996130,356,IND72791,72791,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Tinsukia,Tinsukia,Tinsukia,27.4923,95.3467,1,Sentinel (India),Subnational,"On Mar 11 2020, members of the Anti-CAA Joint Forum Tinsukia and KMSS organized a sit-in demonstration at Thana Chariali in Tinsukia town (Tinsukia district, Assam) demanding to scrap the Citizenship (Amendment) Act, 2019 (CAA), better treatment for jailed peasant leader Akhil Gogoi and unconditional release of all anti-CAA jailed activists. [size=no report]",0,1584473891,IND
6996131,356,IND72832,72832,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Tai Ahom Ethnic Group (India); Students (India),6,60,Southern Asia,India,Assam,Golaghat,Golaghat,Golaghat,26.5116,93.9595,1,Sentinel (India),Subnational,"On Mar 11 2020, activists of the All Tai Ahom Students' Union (ATASU) staged a protest near the Deputy Commissioner's office in Golaghat town (Golaghat district, Assam) demanding ST status for the Ahom community and release of anti-Citizenship (Amendment) Act, 2019 (CAA) leaders arrested by the police. [size=no report]",0,1584473891,IND
6995882,356,IND72850,72850,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Tripura,West Tripura,Agartala,Agartala,23.833,91.2864,1,TNT The Northeast Today; Tripura Infoway,Subnational,"On Mar 11 2020, thousands of people including members of All Tripura Book Sellers and Publishers Association staged a protest rally and sit-in-demonstration in Agartala city (West Tripura district, Tripura) demanding selling of text books through book sellers and publishers instead of school teachers. [size=thousands]",0,1584473890,IND
6996139,356,IND72846,72846,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,West Bengal,Cooch Behar,Cooch Behar,Cooch Behar,26.3354,89.4469,1,Siliguri Times,Subnational,"On Mar 11 2020, local residents of Ward No. 12 under Cooch Behar municipality staged a protest by blocking road at Chakir More area of Cooch Behar town (Cooch Behar district, West Bengal) against the deplorable condition of the roads in the locality. [size=no report]",0,1584473891,IND
6996141,356,IND72929,72929,3/11/20,2020,1,Strategic developments,Disrupted weapons use,Police Forces of India (2014-) District Reserve Group,,1,12,Southern Asia,India,Telangana,Bhadradri Kothagudem,Kothagudem,Kothagudem,17.551,80.6177,2,South Asia Terrorism Portal,Other,"On 11 March 2020, police recovered Improvised Explosive Devices (IEDs), Communist Party of India-Maoist (CPI-Maoist) literature, kit bags and other materials from a Maoist camp in a forest area from Bhadradri Kothagudem district (Telangana).",0,1584473891,IND
6996141,356,IND72929,72929,3/11/20,2020,1,Strategic developments,Disrupted weapons use,CPI (Maoist): Communist Party of India (Maoist),,2,12,Southern Asia,India,Telangana,Bhadradri Kothagudem,Kothagudem,Kothagudem,17.551,80.6177,2,South Asia Terrorism Portal,Other,"On 11 March 2020, police recovered Improvised Explosive Devices (IEDs), Communist Party of India-Maoist (CPI-Maoist) literature, kit bags and other materials from a Maoist camp in a forest area from Bhadradri Kothagudem district (Telangana).",0,1584473891,IND
6996143,356,IND72923,72923,3/11/20,2020,1,Battles,Armed clash,CPI (Maoist): Communist Party of India (Maoist),,2,12,Southern Asia,India,Chhattisgarh,Sukma,Konta,Dornapal,18.1552,81.5082,2,South Asia Terrorism Portal,Other,"On 11 March 2020, Communist Party of India-Maoist (CPI-Maoist) cadres abducted and killed a District Reserve Guard (DRG) officer at Argatta village under Dornapal Police Station limits (Sukma, Chhattisgarh).",1,1584473891,IND
6996143,356,IND72923,72923,3/11/20,2020,1,Battles,Armed clash,Police Forces of India (2014-) District Reserve Group,,1,12,Southern Asia,India,Chhattisgarh,Sukma,Konta,Dornapal,18.1552,81.5082,2,South Asia Terrorism Portal,Other,"On 11 March 2020, Communist Party of India-Maoist (CPI-Maoist) cadres abducted and killed a District Reserve Guard (DRG) officer at Argatta village under Dornapal Police Station limits (Sukma, Chhattisgarh).",1,1584473891,IND
6995888,356,IND72865,72865,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Students (India),6,60,Southern Asia,India,Punjab,Amritsar,Amritsar,Amritsar,31.6344,74.8728,1,Chandigarh Tribune; Hindustan Times,Subnational-National,"On March 11 2020, MBBS interns staged a protest at Government Medical College, Amritsar (Punjab) demanding revision of monthly stipend for their mandatory internship. [size=no report]",0,1584473890,IND
6995889,356,IND72868,72868,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Teachers (India); Students (India),6,60,Southern Asia,India,Punjab,Bathinda,Bathinda,Bathinda,30.2108,74.9452,1,Times of India; Chandigarh Tribune,Subnational-National,"On March 11 2020, guest faculty professors, teachers and students held a protest at Bathinda (Punjab) demanding regular jobs at government universities. Protest lasted till 13 March. [size=no report]",0,1584473890,IND
6995890,356,IND72874,72874,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Shiv Sena,6,60,Southern Asia,India,Punjab,Ludhiana,Khanna,Khanna,30.7054,76.2219,1,Times of India; Chandigarh Tribune,Subnational-National,"On March 11 2020, Shiv Sena staged a protest in Khanna (Punjab) demanding the arrest of the accused attacker for firing on Shiv Sena leader, Kashmir Giri. [size=no report]",0,1584473890,IND
6996146,356,IND72784,72784,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Golaghat,Golaghat,Golaghat,26.5116,93.9595,2,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA and KMSS staged a sit-in demonstration in Golaghat district (Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. [size=no report]",0,1584473891,IND
6996147,356,IND72783,72783,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Jorhat,Jorhat,Jorhat,26.7456,94.2045,2,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA and KMSS staged a sit-in demonstration in Jorhat district (Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. [size=no report]",0,1584473891,IND
6996148,356,IND72788,72788,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Nagaon,Nagaon,Nagaon,26.3469,92.6851,2,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA and KMSS staged a sit-in demonstration in Nagaon district (Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. [size=no report]",0,1584473891,IND
6996149,356,IND72789,72789,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Kamrup,Rangia,Rangia,26.4373,91.6197,1,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA and KMSS staged a sit-in demonstration in Rangia town (Kamrup district, Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. [size=no report]",0,1584473891,IND
6996150,356,IND72787,72787,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Dhubri,Dhubri,Dhubri,26.0205,89.974,1,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA and KMSS staged a sit-in demonstration in front of the office of the deputy commissioner in Dhubri (Dhubri district, Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. [size=no report]",0,1584473891,IND
6996151,356,IND72782,72782,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Kamrup Metropolitan,Dispur,Dispur,26.1433,91.7896,3,Telegraph (India),National,"On Mar 11 2020, hundreds of protesters including members of KMSS staged marches in Assam, demanding release of KMSS leader Akhil Gogoi and others and also better medical treatment for Akhil. [size=hundreds]",0,1584473891,IND
6995898,356,IND73008,73008,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),IYC: Indian Youth Congress,6,60,Southern Asia,India,Karnataka,Bengaluru Urban,Bengaluru,Bengaluru,12.9719,77.5936,1,New Indian Express; Hans India,Subnational-National,"On 11 March 2020, members of the Youth Congress staged a protest in Bengaluru city (Bengaluru, KN) as they were prevented to go inside a resort where 19 INC MLAs from Madhya Pradesh who had resigned from the party were staying. [size=no report]",0,1584473890,IND
6996154,356,IND72849,72849,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,Assam,Kamrup Metropolitan,Guwahati,Guwahati,26.1892,91.7722,1,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA staged a sit-in demonstration in Guwahati city (Kamrup Metropolitan district, Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. They also submitted a memorandum to President of India for the leader's better treatment. [size=no report]",0,1584473891,IND
6995899,356,IND73014,73014,3/11/20,2020,1,Protests,Protest with intervention,Protesters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India); PDSU: Progressive Democratic Student Union,6,16,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.384,78.4563,1,Hans India; Asian News International; The Hindu,Subnational-National,"On 11 March 2020, members of the ABVP and PDSU protested in Hyderabad city (Hyderabad, TS) against the governments failure to deliver promises and its neglect of the education sector. Police used mild force to disperse them and arrested 200 students. [size=at least 200]",0,1584473890,IND
6995899,356,IND73014,73014,3/11/20,2020,1,Protests,Protest with intervention,Police Forces of India (2014-),,1,16,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.384,78.4563,1,Hans India; Asian News International; The Hindu,Subnational-National,"On 11 March 2020, members of the ABVP and PDSU protested in Hyderabad city (Hyderabad, TS) against the governments failure to deliver promises and its neglect of the education sector. Police used mild force to disperse them and arrested 200 students. [size=at least 200]",0,1584473890,IND
6995900,356,IND73016,73016,3/11/20,2020,1,Riots,Mob violence,Rioters (India),"YSRCP: Yuvajana, Sramika, Rythu Congress Party",5,57,Southern Asia,India,Andhra Pradesh,Guntur,Macherla,Macherla,16.4764,79.4353,1,Indian Express; The Hindu,National,"On 11 March 2020, a former MLA, members of the TDP and a lawyer were attacked by about 100 workers of the YSRCP in Macherla town (Guntur, AP). The TDP members were on their way to file nominations for local body elections. [size=about 100]",0,1584473890,IND
6995900,356,IND73016,73016,3/11/20,2020,1,Riots,Mob violence,Civilians (India),TDP: Telugu Desam Party; Former Government of India (2014-); Lawyers (India),7,57,Southern Asia,India,Andhra Pradesh,Guntur,Macherla,Macherla,16.4764,79.4353,1,Indian Express; The Hindu,National,"On 11 March 2020, a former MLA, members of the TDP and a lawyer were attacked by about 100 workers of the YSRCP in Macherla town (Guntur, AP). The TDP members were on their way to file nominations for local body elections. [size=about 100]",0,1584473890,IND
6996156,356,IND72786,72786,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Karbi Anglong,Diphu,Diphu,25.8464,93.4306,2,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA and KMSS staged a sit-in demonstration in Karbi Anglong district (Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. [size=no report]",0,1584473891,IND
6996157,356,IND72785,72785,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Nalbari,Nalbari,Nalbari,26.4448,91.4408,2,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA and KMSS staged a sit-in demonstration in Nalbari district (Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. [size=no report]",0,1584473891,IND
6996159,356,IND72790,72790,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India),6,60,Southern Asia,India,Assam,Lakhimpur,Lakhimpur,Lakhimpur,27.2372,94.1091,1,Telegraph (India),National,"On Mar 11 2020, members of Coordination Committee Against CAA and KMSS staged a demonstration by blocking road in Lakhimpur town (Lakhimpur district, Assam) demanding repeal of the Citizenship (Amendment) Act, 2019 (CAA) and unconditional release of KMSS leader, Akhil Gogoi. [size=no report]",0,1584473891,IND
6996162,356,IND73010,73010,3/11/20,2020,1,Riots,Mob violence,Rioters (India),Muslim Group (India),5,57,Southern Asia,India,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,The Hindu,National,"On 11 March 2020, a group of 4 men attacked an RSS worker in Coimbatore city (Coimbatore, TN) in a series of communal attacks ongoing in the city. Since last week clashes between supporters and opposition of Citizenship (Amendment) Act (CAA) 2019 have turned communal after an activist of Hindu organization was attacked while returning from a pro-CAA rally and several mosques were vandalized in retaliation. [size=4]",0,1584473891,IND
6996162,356,IND73010,73010,3/11/20,2020,1,Riots,Mob violence,Civilians (India),RSS: Rashtriya Swayamsevak Sangh; Hindu Group (India),7,57,Southern Asia,India,Tamil Nadu,Coimbatore,Coimbatore,Coimbatore,11.0055,76.9661,1,The Hindu,National,"On 11 March 2020, a group of 4 men attacked an RSS worker in Coimbatore city (Coimbatore, TN) in a series of communal attacks ongoing in the city. Since last week clashes between supporters and opposition of Citizenship (Amendment) Act (CAA) 2019 have turned communal after an activist of Hindu organization was attacked while returning from a pro-CAA rally and several mosques were vandalized in retaliation. [size=4]",0,1584473891,IND
6995911,356,IND73015,73015,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.384,78.4563,1,Asian News International,National,"On 11 March 2020, a group of weavers protested in Hyderabad city (Hyderabad, TS) demanding the government to safeguard their interests. [size=no report]",0,1584473890,IND
6995918,356,IND72793,72793,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Farmers (India); Students (India); Women (India),6,60,Southern Asia,India,Assam,Dhemaji,Dhemaji,Dhemaji,27.4816,94.5586,1,Assam Tribune,Subnational,"On Mar 11 2020, protesters including several members of Dhemaji district unit of Krishak Mukti Sangram Samiti (KMSS) and its students' wing Chatra Mukti Sangram Samiti and Nari Mukti Sangram Samiti (womens wing of KMSS) staged a sit-in demonstration at Dhemaji Tiniali (Dhemaji district, Assam) demanding immediate release of Akhil Gogoi and other leaders. [size=no several]",0,1584473890,IND
6996184,356,IND73013,73013,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Lawyers (India),6,60,Southern Asia,India,Karnataka,Dharwad,Hubballi,Hubballi,15.3477,75.1337,1,The Hindu,National,"On 11 March 2020, a group of lawyers held a protest in Hubbali city (Dharwad, KN) against police personnel man handling a lawyer. [size=no report]",0,1584473891,IND
6996209,356,IND72924,72924,3/11/20,2020,1,Riots,Mob violence,Rioters (India),Unidentified Communal Group (India),5,55,Southern Asia,India,Gujarat,Amreli,Jafrabad,Jafrabad,20.868,71.3654,1,Times of India,National,"On 11 March 2020, two communal groups clashed and pelted stones at each other in Jafrabad town (Amreli, Gujarat) after an accident with a bike and a car. 59 people were arrested and three police officers were injured. [size=at least 59]",0,1584473891,IND
6996209,356,IND72924,72924,3/11/20,2020,1,Riots,Mob violence,Rioters (India),Unidentified Communal Group (India),5,55,Southern Asia,India,Gujarat,Amreli,Jafrabad,Jafrabad,20.868,71.3654,1,Times of India,National,"On 11 March 2020, two communal groups clashed and pelted stones at each other in Jafrabad town (Amreli, Gujarat) after an accident with a bike and a car. 59 people were arrested and three police officers were injured. [size=at least 59]",0,1584473891,IND
6996211,356,IND72918,72918,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Maharashtra,Thane,Bhiwandi,Bhiwandi,19.3002,73.0588,1,Times of India,National,"On 11 March 2020, powerloom weavers in Maharashtra held a protest in Bhiwandi town (Thane, Maharashtra) against the decision taken by Directorate General of Trade Remedies (DGTR) to impose anti-dumping duty on nylon filament yarn. [size=no report]",0,1584473891,IND
6995963,356,IND72864,72864,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,60,Southern Asia,India,Punjab,Amritsar,Amritsar,Amritsar,31.6344,74.8728,1,Chandigarh Tribune,Subnational,"On March 11 2020, guest teachers held a protest at Saroop Rani Government College, Amritsar (Punjab), demanding regular jobs at government universities. [size=no report]",0,1584473891,IND
6996223,356,IND72833,72833,3/11/20,2020,1,Protests,Peaceful protest,Protesters (India),Teachers (India),6,60,Southern Asia,India,Meghalaya,West Garo Hills,Tura,Tura,25.514,90.2041,1,TNT The Northeast Today,Subnational,"On Mar 11 2020, SSA teachers under the banner of the All Garo Hills SSA School Teachers' Association (AGHSSASTA) staged a rally in Tura town (West Garo Hills district, Meghalaya) demanding release of the pending salaries. They also submitted a memorandum to the education minister through the Deputy Commissioner. [size=no report]",0,1584473891,IND
6996236,356,IND72914,72914,3/10/20,2020,1,Riots,Mob violence,Rioters (India),Vigilante Group (India),5,57,Southern Asia,India,Bihar,Saharsa,Sonbarsa,Sonbarsa,25.6945,86.7077,1,United News of India,National,"On 10 March 2020, locals beat up three criminals in Sonbarsa town (Saharsa, Bihar), after they heard a local businessman who was being attacked and robbed. Two men died and one escaped the mob. [size=no report]",2,1584473891,IND
6996236,356,IND72914,72914,3/10/20,2020,1,Riots,Mob violence,Civilians (India),,7,57,Southern Asia,India,Bihar,Saharsa,Sonbarsa,Sonbarsa,25.6945,86.7077,1,United News of India,National,"On 10 March 2020, locals beat up three criminals in Sonbarsa town (Saharsa, Bihar), after they heard a local businessman who was being attacked and robbed. Two men died and one escaped the mob. [size=no report]",2,1584473891,IND
6996005,356,IND72963,72963,3/10/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,Jammu and Kashmir,Jammu,Jammu,Jammu,32.7357,74.8691,1,Early Times (India),Subnational,"On 10 March 2020, residents protested at Jammu city (Jammu, J&K) over establishing isolation wards for COVID19 suspects in Yatri Niwas Bhawan. [size=no report]",0,1584473891,IND
6996017,356,IND72998,72998,3/10/20,2020,1,Protests,Peaceful protest,Protesters (India),INC: Indian National Congress,6,60,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.384,78.4563,1,Hans India,Subnational,"On 10 March 2020, members of the Congress staffed a protest in Hyderabad city (Hyderabad, TS) demanding the payment of unemployment allowance, allotment of houses and the arrest of an MP. [size=no report]",0,1584473891,IND
6996021,356,IND72999,72999,3/10/20,2020,1,Protests,Peaceful protest,Protesters (India),Labour Group (India),6,60,Southern Asia,India,Telangana,Hyderabad,Hyderabad,Hyderabad,17.384,78.4563,1,Hans India,Subnational,"On 10 March 2020, about 6000 field assistants protested in Hyderabad city (Hyderabad, TS) demanding the regularization of their jobs. [size=about 6000]",0,1584473891,IND
6999891,356,IND73137,73137,3/10/20,2020,1,Riots,Mob violence,Rioters (India),,5,57,Southern Asia,India,Maharashtra,Pune,Pune,Pune,18.5195,73.8553,1,Times of India,National,"On 10 March 2020, four youths attacked a shop employee with a slab in Pune city (Pune, Maharashtra) for refusing to play Holi during the Holi festival. The youths were arrested and the man was hospitalized with injuries. [size=4]",0,1585061301,IND
6999891,356,IND73137,73137,3/10/20,2020,1,Riots,Mob violence,Civilians (India),,7,57,Southern Asia,India,Maharashtra,Pune,Pune,Pune,18.5195,73.8553,1,Times of India,National,"On 10 March 2020, four youths attacked a shop employee with a slab in Pune city (Pune, Maharashtra) for refusing to play Holi during the Holi festival. The youths were arrested and the man was hospitalized with injuries. [size=4]",0,1585061301,IND
6999893,356,IND73138,73138,3/10/20,2020,1,Riots,Mob violence,Rioters (India),Unidentified Communal Group (India),5,55,Southern Asia,India,Bihar,Siwan,Siwan,Siwan,26.2197,84.3568,2,Times of India,National,"On 10 March 2020, a retired police officer died in stone pelting between two groups at a village under Mharajganj police station in Siwan district (Bihar) during Holi celebrations. [size=no report]",1,1585061301,IND
6999893,356,IND73138,73138,3/10/20,2020,1,Riots,Mob violence,Rioters (India),Unidentified Communal Group (India),5,55,Southern Asia,India,Bihar,Siwan,Siwan,Siwan,26.2197,84.3568,2,Times of India,National,"On 10 March 2020, a retired police officer died in stone pelting between two groups at a village under Mharajganj police station in Siwan district (Bihar) during Holi celebrations. [size=no report]",1,1585061301,IND
6999900,356,IND73136,73136,3/10/20,2020,1,Battles,Armed clash,Unidentified Communal Militia (India),,4,44,Southern Asia,India,Bihar,Gaya,Gaya,Gaya,24.7957,84.9996,2,Times of India,National,"On 10 March 2020, one person was shot dead and at least three policemen were injured after a group clash between residents of two villages under Mufassil police station in Gaya district (Bihar) during Holi celebrations.",1,1585061301,IND
6999900,356,IND73136,73136,3/10/20,2020,1,Battles,Armed clash,Unidentified Communal Militia (India),,4,44,Southern Asia,India,Bihar,Gaya,Gaya,Gaya,24.7957,84.9996,2,Times of India,National,"On 10 March 2020, one person was shot dead and at least three policemen were injured after a group clash between residents of two villages under Mufassil police station in Gaya district (Bihar) during Holi celebrations.",1,1585061301,IND
6996084,356,IND72840,72840,3/10/20,2020,1,Protests,Peaceful protest,Protesters (India),Women (India),6,60,Southern Asia,India,Assam,Karbi Anglong,Diphu,Diphu,25.8464,93.4306,1,Northeast Now,Subnational,"On Mar 10 2020, women staged a protest and shouted slogans in front of the gate of chief executive member (CEM), Karbi Anglong Autonomous Council (KAAC) at Diphu (Karbi Anglong district, Assam) against the non-receipt of free tin roofing sheets to be distributed under Welfare of Plain Tribes and Backward Classes (WPT&BC). [size=no report]",0,1584473891,IND
6996101,356,IND72966,72966,3/10/20,2020,1,Protests,Peaceful protest,Protesters (India),,6,60,Southern Asia,India,Jammu and Kashmir,Shopian,Shopian,Shopian,33.7165,74.8342,2,Pakistan Press International,Regional,"On 10 March 2020, thousands of people shouted anti-India and pro-freedom slogans in Shopian district (J&K) at the funeral of suspected militants. [size=thousands]",0,1584473891,IND
